2039.0,2056
1930.0,4678
1921.0,3683
1843.0,5409
1823.0,2200
1802.0,4946
1794.0,1114
1772.0,4907
1762.0,4476
1724.0,5406
1723.0,1241
1707.0,4152
1704.0,7558
1703.0,8884
1699.0,4039
1680.0,610
1680.0,4917
1677.0,9098
1646.0,7520
1642.0,2935
1631.0,3161
1629.0,188
1628.0,865
1623.0,4920
1619.0,1325
1617.0,781
1617.0,4976
1617.0,7480
1612.0,1360
1597.0,2702
1591.0,7476
1588.0,10554
1584.0,4069
1583.0,3739
1583.0,1310
1582.0,5912
1576.0,1285
1573.0,9785
1571.0,6978
1570.0,7902
1569.0,4308
1566.0,4940
1564.0,5024
1551.0,2609
1546.0,8081
1546.0,6110
1544.0,6865
1540.0,6725
1535.0,8764
1531.0,5032
1531.0,7659
1529.0,5031
1526.0,7200
1524.0,8089
1520.0,1229
1520.0,2708
1519.0,3756
1514.0,2706
1514.0,1334
1513.0,6632
1512.0,1305
1512.0,8729
1509.0,5689
1506.0,5036
1503.0,5870
1501.0,9062
1497.0,4951
1494.0,10218
1493.0,5719
1489.0,2852
1488.0,9569
1487.0,8349
1486.0,7712
1481.0,10167
1480.0,919
1479.0,10279
1479.0,5885
1477.0,5672
1475.0,772
1473.0,9580
1464.0,6987
1463.0,6135
1463.0,2198
1461.0,854
1461.0,10027
1460.0,10611
1459.0,9562
1456.0,9525
1455.0,9262
1451.0,9659
1450.0,7136
1449.0,5408
1445.0,8731
1445.0,9782
1437.0,7623
1435.0,10634
1434.0,771
1418.0,10015
1411.0,9263
1409.0,4617
